name,split,has_defect,image_path,json_path
wall_defect_0057,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0057.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0057.json
wall_defect_0058,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0058.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0058.json
wall_defect_0059,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0059.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0059.json
wall_defect_0060,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0060.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0060.json
wall_defect_0061,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0061.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0061.json
wall_defect_0062,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0062.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0062.json
wall_defect_0063,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0063.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0063.json
wall_defect_0064,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0064.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0064.json
wall_defect_0065,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0065.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0065.json
wall_defect_0066,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0066.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0066.json
wall_defect_0067,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0067.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0067.json
wall_defect_0068,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0068.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0068.json
wall_defect_0069,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0069.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0069.json
wall_defect_0070,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0070.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0070.json
wall_defect_0071,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0071.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0071.json
wall_defect_0072,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0072.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0072.json
wall_defect_0073,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0073.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0073.json
wall_defect_0074,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0074.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0074.json
wall_defect_0075,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0075.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0075.json
wall_defect_0076,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0076.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0076.json
wall_defect_0077,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0077.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0077.json
wall_defect_0078,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0078.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0078.json
wall_defect_0079,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0079.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0079.json
wall_defect_0080,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0080.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0080.json
wall_defect_0081,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0081.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0081.json
wall_defect_0082,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0082.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0082.json
wall_defect_0083,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0083.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0083.json
wall_defect_0084,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0084.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0084.json
wall_defect_0085,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0085.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0085.json
wall_defect_0086,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0086.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0086.json
wall_defect_0087,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0087.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0087.json
wall_defect_0088,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0088.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0088.json
wall_defect_0089,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0089.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0089.json
wall_defect_0090,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0090.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0090.json
wall_defect_0091,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0091.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0091.json
wall_defect_0092,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0092.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0092.json
wall_defect_0093,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0093.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0093.json
wall_defect_0094,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0094.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0094.json
wall_defect_0095,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0095.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0095.json
wall_defect_0096,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0096.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0096.json
wall_defect_0097,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0097.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0097.json
wall_defect_0098,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0098.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0098.json
wall_defect_0099,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0099.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0099.json
wall_defect_0100,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0100.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0100.json
wall_defect_0101,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0101.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0101.json
wall_defect_0102,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0102.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0102.json
wall_defect_0103,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0103.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0103.json
wall_defect_0104,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0104.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0104.json
wall_defect_0105,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0105.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0105.json
wall_defect_0106,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0106.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0106.json
wall_defect_0107,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0107.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0107.json
wall_defect_0108,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0108.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0108.json
wall_defect_0109,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0109.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0109.json
wall_defect_0110,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0110.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0110.json
wall_defect_0111,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0111.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0111.json
wall_defect_0112,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0112.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0112.json
wall_defect_0113,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0113.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0113.json
wall_defect_0114,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0114.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0114.json
wall_defect_0115,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0115.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0115.json
wall_defect_0116,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0116.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0116.json
wall_defect_0117,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0117.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0117.json
wall_defect_0118,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0118.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0118.json
wall_defect_0119,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0119.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0119.json
wall_defect_0120,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0120.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0120.json
wall_defect_0121,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0121.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0121.json
wall_defect_0122,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0122.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0122.json
wall_defect_0123,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0123.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0123.json
wall_defect_0124,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0124.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0124.json
wall_defect_0125,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0125.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0125.json
wall_defect_0126,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0126.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0126.json
wall_defect_0127,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0127.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0127.json
wall_defect_0128,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0128.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0128.json
wall_defect_0129,test,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0129.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0129.json
wall_defect_0130,val,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0130.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0130.json
wall_defect_0131,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0131.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0131.json
wall_defect_0132,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0132.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0132.json
wall_defect_0133,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0133.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0133.json
wall_defect_0134,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0134.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0134.json
wall_defect_0135,train,1,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0135.jpg,D:\桌面\机器视觉\ultraseg_Wall defects\data\Wall defects\wall_defect_0135.json
